Temperature,Dewpoint,WindDirection,Humidity,pressure,WindSpeed
68,68,E,100,26.86,5
68,68,ENE,100,26.86,7
68,68,ENE,100,26.86,3
68,68,E,100,26.86,5
68,68,VAR,100,26.86,2
68,68,ENE,100,26.89,5
68,68,E,100,26.89,5
68,68,E,100,26.91,5
68,68,E,100,26.91,5
70,70,E,100,26.91,7
70,70,E,100,26.94,8
73,72,E,94,26.94,9
72,68,E,88,26.94,12
72,68,E,88,26.94,8
73,68,E,83,26.97,9
75,68,E,78,26.97,9
75,68,E,78,26.97,9
79,72,E,78,26.94,9
79,72,E,78,26.91,9
79,72,E,78,26.91,8
81,72,E,74,26.91,8
81,72,E,74,26.89,7
82,72,E,70,26.89,8
81,70,ENE,70,26.86,8
81,70,E,70,26.86,8
81,70,NE,70,26.86,7
81,70,NE,70,26.86,8
81,70,VAR,70,26.86,2
81,72,NNE,74,26.86,8
77,72,NE,83,26.86,12
77,73,ENE,89,26.89,7
75,75,E,100,26.89,5
73,73,ESE,100,26.91,5
72,72,E,100,26.91,5
70,70,ESE,100,26.94,10
72,72,VAR,100,26.94,2
72,72,E,100,26.97,3
72,72,NE,100,26.97,5
72,72,VAR,100,26.97,3
70,70,NE,100,26.97,3
70,70,ENE,100,26.97,7
70,70,NE,100,26.97,8
70,70,ENE,100,26.97,7
70,70,E,100,26.94,3
68,68,VAR,100,26.94,1
68,68,VAR,100,26.91,1
68,68,VAR,100,26.91,1
66,66,VAR,100,26.91,1
66,66,VAR,100,26.91,3
66,66,VAR,100,26.91,2
66,66,VAR,100,26.89,2
64,64,VAR,100,26.89,2
64,64,VAR,100,26.89,1
64,64,VAR,100,26.89,2
64,64,VAR,100,26.89,2
64,64,VAR,100,26.91,1
64,64,VAR,100,26.91,3
66,66,VAR,100,26.94,2
68,68,NNE,100,26.94,5
70,68,NNE,94,26.94,8
73,68,NE,83,26.97,8
75,66,ENE,73,26.97,9
77,66,NE,69,26.97,8
79,64,E,61,26.97,9
81,63,E,54,26.94,8
81,61,E,51,26.94,9
82,63,E,51,26.91,8
81,61,ENE,51,26.89,7
81,59,ENE,48,26.89,7
82,63,E,51,26.86,8
82,63,ENE,51,26.86,9
84,64,NE,51,26.83,6
82,61,NW,48,26.83,7
82,61,NNE,48,26.83,7
84,64,NE,51,26.83,8
82,66,ENE,58,26.83,9
82,66,ENE,58,26.86,6
81,66,NNE,61,26.86,7
81,70,NE,70,26.86,6
79,70,NE,74,26.89,5
75,68,VAR,78,26.89,3
75,68,VAR,78,26.91,3
73,68,VAR,83,26.91,2
73,70,VAR,88,26.91,3
72,68,VAR,88,26.94,2
72,70,VAR,94,26.94,1
70,68,VAR,94,26.94,1
70,68,VAR,94,26.91,1
68,68,VAR,100,26.89,2
66,66,VAR,100,26.89,3
68,68,VAR,100,26.89,2
68,68,VAR,100,26.86,2
66,66,VAR,100,26.86,1
66,66,VAR,100,26.86,2
66,66,VAR,100,26.86,1
64,64,VAR,100,26.89,1
64,64,VAR,100,26.89,2
64,64,VAR,100,26.89,1
68,68,VAR,100,26.91,2
70,70,VAR,100,26.91,1
73,73,VAR,100,26.91,2
73,72,VAR,94,26.91,1
77,70,VAR,78,26.91,2
77,66,NE,69,26.91,6
77,64,VAR,65,26.91,3
79,63,VAR,57,26.89,3
81,61,VAR,51,26.89,3
81,59,VAR,48,26.86,3
82,54,VAR,37,26.86,8
82,54,VAR,37,26.83,9
84,55,VAR,37,26.81,7
84,57,VAR,40,26.81,7
84,55,VAR,37,26.78,9
84,54,VAR,35,26.78,7
84,54,NW,35,26.78,8
84,54,VAR,35,26.78,8
82,52,NNW,35,26.78,7
81,54,VAR,39,26.78,5
79,55,NNW,44,26.78,3
77,57,VAR,50,26.81,1
73,59,VAR,61,26.81,1
70,61,VAR,73,26.83,1
72,61,VAR,69,26.83,2
70,61,VAR,73,26.83,1
70,63,VAR,78,26.83,1
64,63,VAR,94,26.83,2
64,63,VAR,94,26.83,1
63,61,VAR,94,26.81,1
61,61,VAR,100,26.81,2
63,63,VAR,100,26.83,1
63,63,VAR,100,26.83,2
64,64,VAR,100,26.83,1
72,66,VAR,83,26.86,2
73,64,ENE,73,26.86,5
75,63,ENE,65,26.86,7
77,61,NE,57,26.86,6
79,63,VAR,57,26.86,3
79,59,VAR,51,26.83,3
79,59,VAR,51,26.83,2
82,59,VAR,45,26.81,3
81,59,ESE,48,26.81,6
82,59,ESE,45,26.78,3
84,57,VAR,40,26.75,2
84,55,VAR,37,26.75,3
84,52,VAR,33,26.75,2
84,52,VAR,33,26.75,2
84,50,VAR,30,26.73,6
86,54,NNW,33,26.73,6
88,57,VAR,35,26.73,3
84,57,VAR,40,26.75,5
84,57,NNE,40,26.75,5
79,55,NNE,44,26.75,5
77,57,VAR,50,26.78,1
77,59,VAR,54,26.78,1
73,61,NNE,65,26.81,3
73,61,VAR,65,26.81,3
72,63,VAR,73,26.83,3
72,61,VAR,69,26.83,1
70,61,VAR,73,26.83,1
66,63,SSE,88,26.83,5
66,63,VAR,88,26.83,3
66,64,VAR,94,26.83,1
64,63,VAR,94,26.83,1
64,64,VAR,100,26.83,1
63,63,VAR,100,26.81,1
64,64,VAR,100,26.81,2
63,63,VAR,100,26.81,1
63,63,VAR,100,26.81,2
63,63,VAR,100,26.81,1
61,61,VAR,100,26.81,1
61,61,VAR,100,26.83,1
61,61,VAR,100,26.83,1
61,61,VAR,100,26.83,1
64,64,VAR,100,26.86,2
64,64,VAR,100,26.86,2
68,68,VAR,100,26.86,2
77,63,VAR,61,26.89,1
77,63,ENE,61,26.89,3
79,52,N,39,26.89,6
81,52,VAR,37,26.89,3
81,55,VAR,42,26.86,7
82,55,VAR,39,26.86,2
82,55,VAR,39,26.83,5
84,52,VAR,33,26.83,3
84,54,VAR,35,26.81,6
84,55,VAR,37,26.81,6
86,57,E,37,26.78,6
84,57,NE,40,26.78,8
86,59,VAR,40,26.78,6
86,57,VAR,37,26.78,2
84,59,VAR,42,26.78,5
84,61,NNE,45,26.78,5
84,61,NE,45,26.78,8
82,63,NE,51,26.78,5
81,63,NE,54,26.81,3
79,64,VAR,61,26.81,3
77,64,VAR,65,26.83,2
77,64,NNE,65,26.83,6
75,64,NNE,69,26.83,3
75,66,NNE,73,26.83,5
75,66,VAR,73,26.86,2
75,66,VAR,73,26.86,2
75,66,VAR,73,26.86,2
72,66,SSE,83,26.86,5
72,66,S,83,26.86,5
72,66,S,83,26.86,6
70,66,VAR,88,26.86,3
70,68,VAR,94,26.86,2
68,68,E,100,26.86,5
68,68,VAR,100,26.83,3
70,70,ESE,100,26.83,3
70,70,SE,100,26.83,5
68,68,VAR,100,26.83,2
70,70,VAR,100,26.83,2
70,70,VAR,100,26.83,2
70,70,VAR,100,26.83,1
70,70,VAR,100,26.83,1
70,70,VAR,100,26.83,3
70,70,ESE,100,26.83,3
70,70,VAR,100,26.83,2
70,70,SSE,100,26.83,5
70,70,SE,100,26.83,5
70,70,VAR,100,26.83,2
70,70,SSE,100,26.83,3
70,70,E,100,26.86,5
70,70,VAR,100,26.86,2
70,70,S,100,26.89,5
70,70,SSE,100,26.89,6
70,70,SSE,100,26.89,6
70,70,S,100,26.91,5
70,70,S,100,26.91,5
70,70,S,100,26.91,5
72,72,SE,100,26.91,3
73,73,ESE,100,26.91,5
77,70,ESE,78,26.89,6
77,70,VAR,78,26.89,3
77,70,VAR,78,26.89,3
79,70,VAR,74,26.89,3
77,70,ENE,78,26.89,5
77,68,ENE,74,26.89,6
77,70,VAR,78,26.86,2
79,70,SSE,74,26.83,3
81,68,SSW,65,26.83,5
82,66,ESE,58,26.81,7
84,64,E,51,26.81,7
84,66,ESE,55,26.81,6
82,64,SSE,54,26.81,7
81,66,NW,61,26.81,5
82,68,VAR,62,26.81,3
81,68,S,65,26.81,5
79,68,VAR,69,26.81,7
75,72,E,89,26.83,10
73,73,E,100,26.83,12
73,73,E,100,26.83,10
73,73,ESE,100,26.83,10
72,72,S,100,26.83,8
72,72,VAR,100,26.83,6
72,72,VAR,100,26.83,6
72,72,NE,100,26.86,7
72,72,NE,100,26.86,6
68,68,S,100,26.83,5
68,68,SSW,100,26.83,9
70,70,SSW,100,26.83,8
70,70,S,100,26.86,8
70,70,S,100,26.86,7
70,70,S,100,26.86,7
70,70,VAR,100,26.89,3
72,72,ESE,100,26.89,5
72,72,ESE,100,26.89,5
70,70,VAR,100,26.89,3
70,70,S,100,26.89,3
68,68,N,100,26.89,3
68,68,VAR,100,26.91,2
70,70,SE,100,26.89,8
70,70,NE,100,26.89,3
72,72,VAR,100,26.91,1
72,72,VAR,100,26.91,1
72,72,VAR,100,26.91,2
72,72,VAR,100,26.91,3
72,72,SE,100,26.91,5
70,70,ESE,100,26.89,12
72,72,ESE,100,26.89,7
72,72,ESE,100,26.89,6
72,72,VAR,100,26.89,3
70,70,ESE,100,26.89,5
70,70,E,100,26.86,5
70,70,VAR,100,26.86,2
70,70,ESE,100,26.86,6
70,70,VAR,100,26.86,3
70,70,SSE,100,26.86,3
70,70,SE,100,26.86,5
70,70,VAR,100,26.86,1
70,70,VAR,100,26.86,1
70,70,VAR,100,26.89,2
68,68,ESE,100,26.89,5
68,68,E,100,26.89,3
68,68,VAR,100,26.91,2
70,70,ESE,100,26.91,3
70,70,ESE,100,26.94,6
72,72,ESE,100,26.94,6
72,72,ESE,100,26.94,6
73,70,E,88,26.97,6
77,70,ESE,78,26.97,7
77,70,ESE,78,26.97,7
77,68,ESE,74,26.94,8
79,68,SE,69,26.94,8
81,68,ESE,65,26.94,7
81,68,ESE,65,26.91,6
79,66,E,65,26.89,6
81,68,VAR,65,26.89,5
81,68,VAR,65,26.86,5
81,66,NE,61,26.86,7
79,68,ENE,69,26.83,8
79,66,ENE,65,26.83,7
81,64,E,58,26.83,6
81,68,E,65,26.83,10
79,66,E,65,26.83,7
79,66,E,65,26.83,10
77,68,E,74,26.86,10
75,68,E,78,26.86,8
73,70,E,88,26.89,5
73,70,E,88,26.89,6
73,70,ESE,88,26.91,5
73,70,E,88,26.91,5
73,70,ENE,88,26.91,5
73,72,E,94,26.91,6
72,72,E,100,26.91,6
72,72,ENE,100,26.91,6
72,72,ENE,100,26.91,5
72,72,ENE,100,26.91,6
72,72,E,100,26.91,7
72,72,E,100,26.91,6
72,72,E,100,26.91,7
72,72,E,100,26.89,6
72,72,E,100,26.89,6
72,72,E,100,26.89,5
72,72,E,100,26.86,6
72,72,E,100,26.86,5
72,72,E,100,26.86,3
72,72,E,100,26.86,5
70,70,VAR,100,26.86,2
70,70,VAR,100,26.86,2
70,70,E,100,26.86,3
70,70,E,100,26.89,5
70,70,VAR,100,26.89,2
70,70,VAR,100,26.89,3
72,72,E,100,26.89,5
72,72,E,100,26.91,5
72,72,ESE,100,26.91,6
73,70,E,88,26.94,8
77,68,ESE,74,26.94,7
75,68,ESE,78,26.94,7
77,66,ESE,69,26.94,8
77,66,SE,69,26.91,7
79,66,SE,65,26.91,6
79,68,SSE,69,26.89,7
82,70,VAR,66,26.89,3
81,68,ENE,65,26.86,3
81,68,VAR,65,26.86,3
81,66,VAR,61,26.86,3
81,66,VAR,61,26.83,3
81,63,VAR,54,26.81,2
81,63,VAR,54,26.81,2
81,64,VAR,58,26.81,2
81,63,VAR,54,26.81,2
82,63,ENE,51,26.81,3
75,66,NE,73,26.83,3
73,68,VAR,83,26.86,3
73,72,VAR,94,26.89,2
72,72,VAR,100,26.89,2
72,72,VAR,100,26.89,1
72,72,VAR,100,26.89,3
72,72,VAR,100,26.89,1
72,72,VAR,100,26.86,1
70,70,VAR,100,26.86,1
70,70,VAR,100,26.86,1
70,70,VAR,100,26.86,2
70,70,VAR,100,26.83,1
70,70,VAR,100,26.83,2
70,70,VAR,100,26.83,3
70,70,E,100,26.83,3
70,70,VAR,100,26.83,2
70,70,ESE,100,26.81,5
70,70,ESE,100,26.81,3
70,70,ESE,100,26.81,6
70,70,SSE,100,26.81,3
70,70,SE,100,26.81,5
68,68,SE,100,26.83,5
70,70,VAR,100,26.83,1
70,70,VAR,100,26.89,2
70,70,VAR,100,26.89,2
70,70,VAR,100,26.89,3
70,70,E,100,26.89,3
70,70,VAR,100,26.89,2
72,72,VAR,100,26.89,2
72,72,ENE,100,26.89,5
77,68,E,74,26.89,5
79,68,E,69,26.89,5
81,66,ESE,61,26.89,5
81,64,VAR,58,26.86,5
82,66,VAR,58,26.86,7
81,64,VAR,58,26.83,6
82,64,NNE,54,26.83,8
84,66,VAR,55,26.83,8
84,64,NE,51,26.81,8
82,64,VAR,54,26.81,9
84,64,NNE,51,26.78,7
84,63,NE,48,26.78,10
84,63,VAR,48,26.78,2
82,63,VAR,51,26.78,8
82,63,NE,51,26.78,8
81,64,NE,58,26.81,7
79,66,NE,65,26.81,7
77,66,NNE,69,26.83,7
77,66,NE,69,26.83,6
77,66,NE,69,26.83,6
77,68,NE,74,26.86,6
75,68,ENE,78,26.86,5
73,68,E,83,26.89,5
73,68,ENE,83,26.89,3
72,68,ESE,88,26.89,5
73,70,E,88,26.89,3
72,68,VAR,88,26.89,2
72,68,VAR,88,26.89,1
70,68,VAR,94,26.89,2
70,68,VAR,94,26.89,1
70,70,VAR,100,26.86,2
68,68,VAR,100,26.83,2
66,66,VAR,100,26.83,2
66,66,VAR,100,26.83,1
68,68,VAR,100,26.83,1
66,66,VAR,100,26.83,2
66,66,VAR,100,26.83,2
64,64,VAR,100,26.83,1
66,66,W,100,26.86,3
66,66,VAR,100,26.86,2
66,66,VAR,100,26.86,2
68,68,VAR,100,26.89,2
72,72,VAR,100,26.91,2
73,72,ENE,94,26.91,5
75,70,VAR,83,26.91,6
77,68,VAR,74,26.91,8
79,64,NNE,61,26.91,9
81,61,NNE,51,26.91,10
81,63,NE,54,26.89,10
81,64,VAR,58,26.89,10
82,61,NE,48,26.86,9
81,57,NNE,45,26.86,10
82,59,NE,45,26.83,12
82,59,ENE,45,26.81,7
82,59,VAR,45,26.81,8
82,57,VAR,42,26.81,8
82,59,NNE,45,26.81,7
82,59,NE,45,26.81,7
82,59,NE,45,26.81,7
82,61,NE,48,26.81,8
81,61,NE,51,26.83,7
79,61,NE,54,26.83,6
77,63,NE,61,26.83,5
77,63,NNE,61,26.86,6
75,63,NNE,65,26.86,6
75,63,NNE,65,26.89,5
72,63,VAR,73,26.89,2
72,63,VAR,73,26.89,1
72,64,VAR,78,26.91,2
70,64,VAR,83,26.89,2
70,66,VAR,88,26.89,3
70,66,VAR,88,26.89,1
70,66,VAR,88,26.89,1
70,66,VAR,88,26.89,2
70,68,VAR,94,26.86,2
70,68,VAR,94,26.86,1
70,68,VAR,94,26.83,2
68,68,VAR,100,26.83,2
68,68,VAR,100,26.83,1
68,68,VAR,100,26.83,1
66,66,E,100,26.86,5
66,66,VAR,100,26.86,1
66,66,VAR,100,26.86,1
64,64,VAR,100,26.86,2
66,66,VAR,100,26.89,2
66,66,W,100,26.89,5
68,68,VAR,100,26.89,2
72,68,VAR,88,26.91,1
73,64,VAR,73,26.91,3
75,57,NNE,53,26.91,6
75,57,NE,53,26.94,6
77,57,VAR,50,26.91,5
79,55,VAR,44,26.91,6
79,55,VAR,44,26.91,5
81,52,VAR,37,26.89,5
82,52,VAR,35,26.89,3
81,52,VAR,37,26.86,5
82,52,W,35,26.83,6
82,50,VAR,32,26.83,3
82,46,WNW,28,26.83,9
81,46,WNW,30,26.83,8
81,46,VAR,30,26.81,6
81,48,NNW,32,26.81,7
81,50,NW,34,26.83,7
79,50,NNW,36,26.83,7
77,50,NNW,39,26.83,5
75,54,VAR,47,26.83,3
75,55,VAR,50,26.86,3
73,55,VAR,53,26.86,2
73,57,VAR,57,26.89,2
72,57,VAR,60,26.89,5
72,59,VAR,64,26.91,3
72,59,VAR,64,26.91,2
72,61,VAR,69,26.91,3
72,61,VAR,69,26.91,3
72,61,VAR,69,26.91,3
72,61,VAR,69,26.91,2
70,61,VAR,73,26.91,3
70,63,SE,78,26.91,5
70,63,SSE,78,26.91,3
70,63,SSE,78,26.91,3
70,64,VAR,83,26.89,2
68,64,VAR,88,26.86,1
66,64,VAR,94,26.86,1
66,64,VAR,94,26.86,2
66,64,VAR,94,26.89,1
64,64,VAR,100,26.89,2
66,66,VAR,100,26.91,1
70,66,E,88,26.94,5
72,66,SE,83,26.94,5
70,64,SSE,83,26.94,6
72,64,SSE,78,26.94,8
73,66,SSE,78,26.94,7
75,64,SE,69,26.94,8
77,66,SSE,69,26.94,6
79,64,S,61,26.91,7
79,64,SSE,61,26.91,8
79,63,VAR,57,26.89,6
81,63,S,54,26.89,5
81,59,S,48,26.86,6
82,61,SSW,48,26.86,5
81,61,S,51,26.83,7
82,59,SSE,45,26.83,6
82,61,SSE,48,26.83,6
81,61,S,51,26.83,6
81,61,SSE,51,26.83,6
79,63,SSE,57,26.83,5
77,63,SSE,61,26.86,6
75,64,SSE,69,26.86,6
75,64,SSE,69,26.86,8
73,68,SSE,83,26.91,7
72,66,SSE,83,26.91,6
72,66,SSE,83,26.94,6
72,68,SSE,88,26.94,5
70,68,VAR,94,26.94,2
70,68,VAR,94,26.97,2
70,68,VAR,94,26.97,3
70,68,VAR,94,26.97,3
70,70,VAR,100,26.94,3
68,68,ESE,100,26.94,3
70,70,ESE,100,26.94,5
68,68,VAR,100,26.91,2
68,68,E,100,26.91,5
68,68,ESE,100,26.91,6
70,70,ESE,100,26.91,3
70,70,ESE,100,26.91,5
70,70,ESE,100,26.91,5
70,70,ESE,100,26.91,6
70,70,ESE,100,26.89,7
70,70,ESE,100,26.89,3
70,70,ESE,100,26.89,5
70,70,ESE,100,26.89,8
70,70,SE,100,26.89,5
72,70,SE,94,26.91,6
70,68,ESE,94,26.91,3
72,68,E,88,26.91,5
72,68,SE,88,26.94,5
72,68,ESE,88,26.94,6
72,68,ESE,88,26.94,6
73,68,E,83,26.97,6
75,68,E,78,26.97,5
77,70,ENE,78,26.97,5
79,70,E,74,26.97,5
79,66,E,65,26.97,8
81,64,E,58,26.97,8
82,63,ENE,51,26.94,7
84,61,VAR,45,26.91,6
84,61,E,45,26.91,7
84,59,E,42,26.89,8
84,59,ESE,42,26.86,6
84,57,ESE,40,26.86,7
84,57,ESE,40,26.86,8
84,55,SE,37,26.83,8
82,55,SE,39,26.83,6
82,57,ESE,42,26.83,7
81,57,SE,45,26.86,6
79,57,ESE,47,26.86,6
77,57,E,50,26.89,6
77,57,E,50,26.89,5
75,59,ESE,57,26.89,5
75,63,ESE,65,26.91,6
73,64,E,73,26.91,7
73,63,E,69,26.94,5
72,63,E,73,26.94,5
72,64,E,78,26.97,5
72,64,VAR,78,26.97,3
70,64,ENE,83,26.97,3
70,64,VAR,83,26.97,2
70,64,VAR,83,26.94,1
70,64,VAR,83,26.94,3
70,66,VAR,88,26.94,1
70,68,VAR,94,26.94,1
72,68,VAR,88,26.94,3
70,68,ENE,94,26.91,3
72,70,VAR,94,26.91,1
72,70,VAR,94,26.91,2
72,70,VAR,94,26.89,3
70,70,VAR,100,26.89,1
70,70,VAR,100,26.89,2
70,70,VAR,100,26.89,2
70,70,VAR,100,26.91,2
70,70,NE,100,26.91,5
70,70,E,100,26.91,6
70,70,E,100,26.91,5
70,70,VAR,100,26.94,2
70,70,E,100,26.94,3
70,70,E,100,26.94,5
70,70,ESE,100,26.94,5
70,70,E,100,26.94,5
73,73,ESE,100,26.97,6
73,73,E,100,26.97,6
73,72,ENE,94,26.97,6
77,72,E,83,26.97,7
77,68,E,74,26.99,10
79,68,E,69,26.97,8
81,68,E,65,26.97,8
81,68,E,65,26.97,9
81,68,E,65,26.97,9
82,68,E,62,26.94,7
82,68,E,62,26.94,9
82,68,ESE,62,26.91,9
82,68,E,62,26.89,7
82,66,E,58,26.89,8
84,66,E,55,26.86,8
84,66,E,55,26.86,8
82,66,E,58,26.86,8
82,66,ESE,58,26.86,8
84,68,E,58,26.86,8
79,68,NE,69,26.86,9
79,68,NNE,69,26.89,7
75,72,ENE,89,26.89,12
73,72,VAR,94,26.89,2
73,72,VAR,94,26.89,3
73,73,ENE,100,26.94,14
73,73,ENE,100,26.94,14
73,73,ENE,100,26.94,14
72,72,ENE,100,26.94,13
72,72,ENE,100,26.94,8
72,72,ENE,100,26.94,8
72,72,ENE,100,26.97,5
72,72,NE,100,26.97,8
70,70,NE,100,26.97,7
72,72,ENE,100,26.97,5
72,72,ENE,100,26.97,3
72,72,E,100,26.97,3
72,72,E,100,26.97,6
72,72,E,100,26.94,7
70,70,E,100,26.94,7
72,72,ESE,100,26.94,7
70,70,ESE,100,26.94,6
70,70,E,100,26.91,5
70,70,VAR,100,26.91,3
70,70,VAR,100,26.91,2
70,70,VAR,100,26.89,2
70,70,VAR,100,26.89,2
70,70,VAR,100,26.89,2
70,70,VAR,100,26.89,1
70,70,VAR,100,26.89,2
70,70,VAR,100,26.89,1
70,70,ENE,100,26.89,5
68,68,E,100,26.89,5
68,68,VAR,100,26.89,2
70,70,ESE,100,26.91,3
68,68,VAR,100,26.91,2
70,70,VAR,100,26.91,2
68,68,VAR,100,26.94,3
70,70,ENE,100,26.94,3
70,70,ENE,100,26.94,5
72,72,NE,100,26.97,6
72,72,E,100,26.97,9
72,70,E,94,26.99,9
73,70,E,88,26.99,10
75,72,E,89,26.99,10
75,68,E,78,26.97,12
77,68,ENE,74,26.97,9
79,68,E,69,26.97,12
79,68,ENE,69,26.94,8
79,66,E,65,26.94,9
82,66,E,58,26.91,9
82,66,ESE,58,26.89,8
82,66,E,58,26.89,5
84,66,ESE,55,26.89,8
82,63,E,51,26.86,6
82,66,ENE,58,26.86,7
82,66,ENE,58,26.86,6
81,66,ENE,61,26.86,5
81,68,E,65,26.86,6
79,68,E,69,26.89,8
77,70,E,78,26.89,8
77,70,E,78,26.91,6
75,70,ENE,83,26.91,6
75,70,E,83,26.94,5
73,72,E,94,26.94,5
73,72,ESE,94,26.97,6
72,70,E,94,26.97,6
72,70,E,94,26.97,6
72,72,E,100,26.97,6
72,72,ESE,100,26.97,5
72,72,ESE,100,26.97,6
70,70,E,100,26.94,5
70,70,E,100,26.94,3
70,70,E,100,26.94,5
70,70,ENE,100,26.94,3
70,70,VAR,100,26.91,2
70,70,ESE,100,26.91,6
70,70,ESE,100,26.89,5
68,68,ESE,100,26.89,3
68,68,ESE,100,26.86,5
68,68,SE,100,26.86,6
68,68,ESE,100,26.86,6
68,68,ESE,100,26.86,7
68,68,ESE,100,26.86,6
68,68,E,100,26.89,8
68,68,ENE,100,26.89,6
68,68,ENE,100,26.89,6
68,68,E,100,26.89,7
68,68,E,100,26.91,5
70,70,ENE,100,26.91,5
72,72,E,100,26.91,6
72,72,E,100,26.94,10
75,72,E,89,26.94,12
75,70,E,83,26.94,9
75,68,E,78,26.94,8
79,68,E,69,26.94,9
81,66,E,61,26.91,9
81,64,E,58,26.91,9
81,64,E,58,26.89,7
81,64,ENE,58,26.89,8
82,63,NE,51,26.86,9
84,61,E,45,26.86,12
84,61,E,45,26.86,12
84,57,E,40,26.83,12
84,59,ENE,42,26.83,10
82,61,E,48,26.83,13
81,63,ENE,54,26.83,10
82,61,E,48,26.83,12
81,61,ENE,51,26.83,10
81,63,ENE,54,26.83,9
79,63,ENE,57,26.83,8
77,63,ENE,61,26.83,7
77,63,NE,61,26.86,5
73,63,NE,69,26.86,6
73,61,NE,65,26.89,7
73,61,ENE,65,26.89,6
73,63,ENE,69,26.91,6
72,63,ENE,73,26.91,6
70,63,ENE,78,26.91,5
70,64,E,83,26.91,5
70,64,E,83,26.91,3
70,66,VAR,88,26.91,3
70,64,VAR,83,26.91,3
68,64,VAR,88,26.91,2
68,66,E,94,26.89,5
68,66,VAR,94,26.89,1
66,66,VAR,100,26.89,2
66,64,VAR,94,26.89,2
66,66,E,100,26.86,5
66,66,VAR,100,26.86,2
66,66,VAR,100,26.86,2
66,66,VAR,100,26.86,1
66,66,VAR,100,26.89,3
66,66,VAR,100,26.89,5
66,66,VAR,100,26.89,6
66,66,VAR,100,26.89,7
66,66,NNE,100,26.89,7
66,66,NE,100,26.89,6
66,66,NE,100,26.89,6
66,66,NE,100,26.91,7
68,68,NE,100,26.91,6
70,70,NE,100,26.91,7
70,70,NE,100,26.91,9
73,70,NE,88,26.94,13
73,68,NE,83,26.94,14
75,68,ENE,78,26.94,12
75,68,ENE,78,26.91,15
75,66,NE,73,26.91,14
77,66,ENE,69,26.91,14
79,66,ENE,65,26.91,12
81,64,E,58,26.89,14
81,63,ENE,54,26.86,12
82,64,ENE,54,26.86,12
82,63,ENE,51,26.86,13
81,63,NE,54,26.83,12
82,64,NE,54,26.83,10
81,64,NE,58,26.83,10
79,63,NE,57,26.83,12
79,64,ENE,61,26.83,9
77,63,NE,61,26.83,9
77,66,NE,69,26.86,7
75,66,ENE,73,26.86,5
75,66,NNE,73,26.89,6
73,68,NNE,83,26.89,5
73,66,NNE,78,26.89,5
72,66,NNE,83,26.91,6
72,68,NE,88,26.91,5
72,68,NE,88,26.91,5
72,68,NE,88,26.91,6
72,68,NE,88,26.91,5
70,68,NNE,94,26.91,5
70,70,NE,100,26.91,6
70,70,NE,100,26.89,6
68,68,ENE,100,26.89,6
68,68,ENE,100,26.89,5
66,66,NE,100,26.89,5
66,64,VAR,94,26.89,3
66,64,VAR,94,26.86,3
66,64,NNE,94,26.86,5
66,64,VAR,94,26.86,5
64,64,VAR,100,26.86,2
64,64,VAR,100,26.83,2
63,63,VAR,100,26.86,2
64,64,VAR,100,26.86,2
64,64,NNE,100,26.86,5
64,64,NNE,100,26.86,5
64,64,NNE,100,26.89,7
66,66,NNE,100,26.89,8
66,66,NE,100,26.91,10
70,68,NE,94,26.91,10
70,68,NE,94,26.91,10
72,63,NE,73,26.91,13
72,63,NE,73,26.91,13
72,63,NE,73,26.91,13
75,59,ENE,57,26.91,16
75,57,NE,53,26.91,14
77,57,NE,50,26.91,14
77,57,NE,50,26.91,12
79,57,NE,47,26.89,12
79,57,NE,47,26.89,9
79,57,NE,47,26.86,10
79,57,NE,47,26.83,8
81,57,NE,45,26.83,9
81,59,NE,48,26.81,12
81,59,VAR,48,26.81,8
81,59,NE,48,26.81,8
81,59,VAR,48,26.81,6
79,59,NNE,51,26.81,10
79,59,NNE,51,26.81,9
77,61,NNE,57,26.81,8
75,61,NNE,61,26.83,6
75,63,NNE,65,26.83,6
73,63,NNE,69,26.83,7
73,63,NNE,69,26.83,7
73,64,NNE,73,26.86,6
72,64,NNE,78,26.86,6
72,64,NE,78,26.89,6
70,64,NE,83,26.89,6
70,64,NNE,83,26.89,5
68,64,NNE,88,26.89,5
68,64,NNE,88,26.89,3
68,64,NE,88,26.86,5
68,64,NE,88,26.86,6
68,64,NNE,88,26.86,7
68,64,NNE,88,26.86,7
66,64,VAR,94,26.83,3
66,64,VAR,94,26.83,2
64,64,VAR,100,26.83,2
64,64,VAR,100,26.81,1
64,64,VAR,100,26.81,2
64,64,VAR,100,26.81,2
64,64,VAR,100,26.81,2
64,64,NNW,100,26.83,3
64,64,VAR,100,26.83,3
68,64,VAR,88,26.86,2
70,63,VAR,78,26.89,7
73,61,NNE,65,26.89,9
73,61,NE,65,26.89,12
75,59,NNE,57,26.89,12
75,57,VAR,53,26.89,10
77,55,VAR,47,26.89,10
77,54,VAR,44,26.86,9
79,57,NNE,47,26.86,9
79,55,NNE,44,26.83,9
81,55,VAR,42,26.83,9
81,54,NNE,39,26.83,9
81,54,VAR,39,26.81,8
81,54,ENE,39,26.81,8
81,54,NE,39,26.81,8
81,54,NNE,39,26.78,9
81,54,NNE,39,26.78,7
81,54,NE,39,26.78,8
79,54,NNE,42,26.78,7
79,57,NE,47,26.81,5
77,57,NNE,50,26.81,5
75,57,NNE,53,26.81,6
73,59,NNE,61,26.83,5
73,59,NNE,61,26.83,6
72,61,NNE,69,26.83,5
